id_way,node_id,cross_ways
146180035,"{1594510754, 8144641842, 1594510779, 1594510782, 1594510783}",{145761378}
146180044,"{1594510821, 1591127191, 1594510825, 1594510815}",{145761378}
146180032,"{1594510888, 1591127217, 1594510879}","{146180033, 145761378, 146180030}"
146180033,"{1594510864, 1594510879}",{146180032}
146180031,"{1594510874, 1594510876, 1594510871}",{145761378}
420445769,"{1596646020, 4203765189}","{146390547, 145783660}"
146390547,"{1596645698, 1596646020, 1596646021, 1596646036, 1591296276, 1596645929}","{420445769, 145783660}"
420445771,"{4309888841, 4203765194, 4203765195, 4203765196}",{145783660}
420445772,"{4203765200, 4309929585, 4203765201, 4203765202, 4203765197, 4203765198, 4203765199}",{145783660}
420445775,"{4203765216, 4203765217, 8209155317, 4203765212, 4203765213, 4203765214, 4203765215}","{882716467, 145783660}"
145891731,"{1592148225, 1592148229, 1592148230, 1592148231, 1592148232, 1592148234, 1592148235, 1592148223}",{145891715}
145891715,"{1592148416, 1592148357, 1592148329, 1592148363, 1592148378, 1592148274, 1592148307, 1592148311, 1592148408, 1592148314, 1592148253, 1592148223}",{145891731}
408576539,"{1593070416, 330780386, 8182313037}","{851764809, 408576538}"
590430055,"{1593142008, 8212245338, 5637134179}",{590430056}
590430059,"{1593141888, 1621348511}","{590430065, 590430060}"
484866179,"{1593141625, 1593141046}",{484866180}
484866180,"{1593141625, 8212244397, 7995723279}",{484866179}
146016752,"{1593140554, 1593140397}",{146016753}
146026342,"{1593246944, 1593246967}",{146026333}
146026375,"{1593246912, 1593246866, 1593246870, 1593246878}",set()
146026335,"{1593246880, 1593246906, 1593247059}","{146026392, 146026356}"
146026394,"{1593247033, 1593246977}","{146026392, 146026356}"
146026356,"{1593246880, 1593246977, 1593246896, 1593246874, 1593247023}","{146028183, 146026335}"
146028183,"{1593246866, 1593246840, 1593246874, 1593246875, 1593246893}","{146026373, 146026375, 146026376, 146026377, 146026379, 146026356}"
146026396,"{1593247141, 5060708550, 1593247224, 1593247003, 8945072348, 1593247071}","{146026336, 146026355, 146026392, 146026397}"
146026355,"{8945016515, 8945016516, 1593247141, 1593247110, 1593247127}","{146026353, 146026354, 146026396}"
146026376,"{1593246948, 1593246869, 1593246840, 1593246972, 1593246872, 1593246910}","{146026392, 146026373, 146028183}"
146026344,"{1593247057, 1593246980}",set()
146026353,"{1593247061, 1593247127}",{146026355}
146026354,"{5625146048, 1593247123, 1593247110, 1593247004}",{146026355}
146026392,"{1593247073, 1593247076, 1593247013, 1593247079, 1593247018, 1593247023, 1593247059, 1593247029, 1593247068, 1593247064, 1593247033, 1593246972, 1593247071}","{146026376, 146026377, 146026356, 146026394, 146026396, 146026335}"
146026377,"{1593246901, 1593247068, 1593246893, 1593246927}","{146026378, 146028183}"
146026357,"{1593246882, 1593246908, 1593246975}","{146026379, 146026397}"
146026378,"{1593246930, 1593246901, 1593246982}",{146026397}
146026379,"{1593246968, 5060708546, 1593246882, 1593246904, 1593246875}","{146026357, 146028183}"
146026359,"{1593246824, 1593246827, 1593246801, 1593246834, 1593246803, 1593246805, 1593246807, 1593246808}",set()
146036661,"{1593352135, 1593352211, 1593352131, 8945044151, 1593352204}","{146036696, 146036663}"
146036663,"{1593352135, 1593352136, 1593352138, 1593352139}","{146036701, 146036705, 146036661}"
146036705,"{1593352128, 1593352196, 1593352262, 1593352136, 1593352189}","{566778075, 146036708, 146036663}"
146036703,"{1593352161, 1593352148, 1593352198, 1593352139}","{146036708, 146036663, 146036665, 566778075, 146036702}"
146036702,"{1593352139, 1593352117}","{146036663, 146036703}"
146036708,"{1593352196, 1593352232, 1593352266, 1593352242, 1593352148, 1593352182, 1593352284, 1593352157}","{145497440, 145497441, 145497442, 146036705, 146036706, 146036696, 146036699, 146036701, 146036703}"
146036701,"{1593352138, 1593352179, 1593352182, 1593352122}","{146036699, 146036708, 146036663}"
146036665,"{1593352145, 1593352161}",{146036703}
642096805,"{6045733927, 6045733928, 6045733929, 6045733930}",set()
146036699,"{1593352182, 1593352239}","{566778075, 146036708, 146036701}"
146036706,"{1593352228, 1593352157}","{566778075, 146036708}"
146180030,"{1594510887, 1594510888, 1594510877, 1594510846}",set()
146180034,"{1594510914, 1594510931, 1594510980, 1594510965, 1594510949, 1594510906, 1594510956}",set()
146180036,"{1591035714, 1594510915, 1594510982, 1594510854, 1594510925, 1594510993, 1594511026, 1594510865, 1594510933, 1594510999, 1594510841}",set()
146180037,"{1594510851, 1594511011, 1594510885, 1594510917, 1594510799, 1594510989, 1594510863}",set()
146180038,"{1594510944, 1594510935, 1594510969, 1594510938, 1594510987, 1594510910, 1594510991}",set()
146797789,"{1589255328, 1589255362, 1589255336, 1589255370, 1589255338, 1589255471, 1589255473, 1589255451, 1589255422}",set()
744526326,"{5150904602, 2655177197}","{884177612, 744526327}"
884177612,"{8100821528, 5150904602, 290163693}",{744526326}
367400166,"{6340966337, 3713245411, 3713245413, 7944948326, 7944948327, 7944948328, 3713245384, 3219753849, 8100821594, 8100821661, 3713245406}","{677198365, 276958756, 401161029}"
624696004,"{4365606051, 1620014063}","{486691218, 624696005}"
624696005,"{4365606051, 3292345895}","{624696004, 624696006}"
624696007,"{2995688182, 2995688198}",{624696008}
624696008,"{893961398, 2995688198, 3713245367, 1590354775}",{624696007}
420445784,"{4203765240, 4203765241, 4203765242, 4203765243}",{420445782}
420445783,"{737244387, 4203765236, 4203765237, 4203765238, 4203765239}",{420445782}
420445785,"{737244388, 4203765244, 4203765245, 4203765246, 4203765247}",{420445782}
420445786,"{4203765248, 4203765249, 4203765250, 737244389}",{420445782}
420445787,"{4203765251, 4203765252, 4203765253, 737244390, 4203765254}",{420445782}
420445788,"{4203765255, 8209155493, 737244391, 4203765256, 4203765257, 4203765258}",{420445782}
420454166,"{737244392, 4203853689, 4203853690, 4203853691}",{420445782}
420454167,"{737244393, 4203853692, 4203853693, 4203853694}",{420445782}
420454168,"{4203853696, 4203853697, 737244394, 4203853695}",{420445782}
420454170,"{4203853698, 4203853699, 4203853700, 737244395}",{420445782}
420454171,"{4203853701, 4203853702, 4203853703, 737244396}",{420445782}
420454172,"{4203853704, 4203853705, 4203853706, 737244398}",{420445782}
420454173,"{4203853707, 4203853708, 4203853709, 4203853710}",{420445782}
420454174,"{4203853712, 4203853713, 4203853714, 4203853711}",{420445782}
420454175,"{4203853715, 737244404, 4203853716, 4203853717}",{420445782}
420454176,"{4203853719, 4203853718, 737244407, 4203853720, 4203853721, 4203853722, 4203853723}",{420445782}
420454178,"{8209155508, 8209155512, 737244410, 4203853726, 4203853727}",{420445782}
420454179,"{4203853728, 4203853729, 4203853730, 4203853731, 8209155509, 737244412}",{420445782}
420454180,"{4203853735, 4203853732, 4203853733, 4203853734, 8209155510, 737244413}",{420445782}
673393764,"{8209155511, 4203853739, 4203853740, 4203853741, 737244414}","{420454181, 673393765, 420445782}"
673393765,"{4203853744, 4203765235, 4203853748, 4203853755, 4203853740}","{673393764, 420454182, 420454183, 420454184, 420454185, 420445782}"
420454183,"{737244418, 6306183921, 4203853747, 4203853748, 4203853749, 4203853750, 4203853751, 4203853752, 4203853753}",{673393765}
420454184,"{4204204512, 737244420, 6306183922, 4203853754, 4203853755, 4203853756, 4203853757, 4203853758, 4203853759}",{673393765}
420454185,"{4203853762, 4203853763, 4203853764, 4203853765, 4203853766}",set()
420454186,"{737244422, 4203853769, 4203853770, 4203853771, 4203853772, 4203853773, 4204204511}",set()
420454187,"{4203853776, 4203853777, 4203853778, 4203853779, 737244423, 4203853775}",set()
420454188,"{4204204510, 4203853782, 4203853783}",set()
420454189,"{4203853889, 4203853890, 737244425, 4203853787, 4203853788, 4204204509}",set()
420454190,"{4203853893, 4203853894, 3278001335, 4203853895, 737244427}",set()
420454191,"{4203853899, 4203853896, 4203853897, 4203853898, 4204204508, 737244428, 4203853900}",set()
882716520,"{8209155536, 8209155537, 737244430, 8209155534, 8209155535}",set()
420486459,"{4204204514, 4204204515, 4204204516, 4204204517, 4204204518}",set()
420454193,"{4203853907, 4203853908, 4203853909, 6306183923}",set()
321808980,"{3285744838, 5227496079, 1259526035, 8099490587, 1259526047, 8212244387, 2748957220, 8100821615, 8914691057, 3285793906, 7944948340, 7944948341, 1271862390, 7944948342, 1271862393, 1271862394, 3292336189}","{883623352, 677198365}"
321808977,"{330790017, 3285793907}","{321808981, 883623352, 883623353, 362550364, 486491742}"
677198365,"{3713245384, 8100821658, 7944948325}",{367400166}
624696006,"{8100821609, 3713245367, 3292345895}","{624696008, 624696005}"
362550363,"{7995723273, 285464277, 1274331951}","{362550408, 362550364, 884145896}"
362550408,"{1589086812, 1274331951}","{782610299, 362550363, 362550364}"
782610299,"{1589086875, 2413527536, 7404235856, 893961362, 5106780154, 893961339, 1589086812, 1589076095}","{362550408, 30032067, 884186808}"
506400616,"{6872437392, 6872437393, 6872437394, 4961461316, 6872437397, 4961461317}","{386427433, 399587021, 506400614}"
503673631,"{8399284098, 290161285, 1589232774, 1588707593, 1589232401, 1588700246, 6365114905, 989867418, 6365114908, 989860957, 8399284066, 6367076515, 989867173, 8399284073, 989861164, 1588948333, 893961392, 1588506481, 8086649394, 7980817200, 4049581748, 8118434482, 4049581752}","{142796073, 857614017}"
482977105,"{4757421824, 4049606440, 7546772414, 4757421823}",{402565605}
402565604,"{8181646336, 8181646337, 4049606435, 4049606436, 4049606437, 4049606438, 4049606429, 8181646335}",{482977105}
402565605,"{8181646530, 9313468244, 8181646373, 4049606439, 4049606440, 7546772415}",{482977105}
402585426,"{4310005037, 4049798285}",set()
420440455,"{4203714368, 4203714367}",set()
420440456,"{4203714371, 4203714372}",set()
420440923,"{4203723749, 4203723750}",set()
420440926,"{4203723753, 4203723754, 4203723755}",set()
420440927,"{4203723756, 4203723757}",set()
420440928,"{4203723760, 4203723761}",set()
420440931,"{4203723766, 4203723767}",set()
882716511,"{8209155504, 8209155505, 8209155500, 8209155501, 8209155502, 8209155503}",{420445782}
420454177,"{8209155507, 737244409, 4309653114, 8209155513, 4203853724, 4203853725}",{420445782}
882716510,"{8209155498, 8209155499, 4204204492}",{420445782}
420454181,"{4203853736, 4203853737, 4204204513}",set()
420454182,"{6306183920, 4203853744, 4203853745, 4203853746, 4203853742, 4203853743}",{673393765}
420454192,"{4203853904, 4203853905, 737244429, 4203853901, 4203853902, 4203853903}",set()
882716519,"{8209155522, 8209155532, 8209155533}",set()
882716518,"{8209155521, 8209155530, 8209155531}",set()
882716509,"{8209155494, 8209155495, 8209155496, 8209155497, 4204204494}",{420445782}
882716517,"{8209155528, 8209155529, 8209155520}",set()
445644497,"{345218769, 5625431155, 5625431164, 7415068687}",{442013004}
592013818,"{8181646760, 8181646703, 5651179506, 5651179507, 5651179508, 5651179509, 5651179510, 5651179511, 5651179512}",{592013817}
482977106,"{7545152145, 4757421826, 4757421828, 4757421829, 4757421830, 4049606472}",{482977105}
483135722,"{1589831718, 4758893326}",set()
483135723,"{1589932615, 1589831655}",set()
483135724,"{4758893328, 4758893329}",{483135726}
483135726,"{9684370272, 4758893329, 4758893330, 4758893331}",{483135724}
857614002,"{7995723232, 7995723233, 7995723227, 7995723228, 7995723229, 7995723230, 7995723231}","{486490982, 857613992, 26165288, 142796072, 884145896, 857614001}"
516271686,"{1588137265, 6968094083, 1504231620, 8074500759, 286416376, 286416380}","{744526318, 744526319}"
540112702,"{8204403468, 5225789476, 5225789477}",set()
882716497,"{8209155459, 8209155460, 8209155461}",set()
543213904,"{5251353360, 5251353298, 8209155482, 8209155483}",set()
543213911,"{8209155488, 5251353370}",set()
543213916,"{5251353388, 8209155431, 5251353387, 8209155421, 5251353389, 8209155423}","{543213921, 882716483, 882716484, 882716485, 882716486}"
882716482,"{8209155415, 8209155416, 8209155417, 8209155418}",{543213921}
882716486,"{8209155432, 8209155433, 8209155431}",{543213916}
882716485,"{8209155424, 8209155423}",{543213916}
882716484,"{8209155421, 8209155422}",{543213916}
882716483,"{8209155419, 5251353388, 8209155420}",{543213916}
882716487,"{8209155434, 8209155435, 8209155436, 8209155437, 8209155438, 8209155439}",set()
543213922,"{5251353440, 5251353441, 9833133426, 5251353419, 5251353445, 9833133435, 9854845053}","{543213923, 543213925}"
543213923,"{9854845056, 5251353443, 5251353444, 5251353445, 9854845054, 9854845055}",{543213922}
543218603,"{5251356305, 5251356306, 5251356307, 8474284938, 8474284939, 8474284940}",{543218604}
543218605,"{5251356313, 5251356314}",{543218604}
543218609,"{5251356320, 5251356318}",{543218608}
543218608,"{8122804800, 5251356318}","{543218609, 872136052}"
872136052,"{8122804800, 8805621751, 8156703417, 8122804799}",{543218608}
882266694,"{5251356311, 8474284924, 8474284925, 8474284926, 8204809567}",{543218604}
885828810,"{5487698626, 5487696594, 8237044179, 8237044178}",set()
570824436,"{5487696593, 5487696595, 8237044180, 8237044181}",set()
570832294,"{5487742354, 5487742355}",set()
628708538,"{5935875992, 5935875993}",set()
628708539,"{5935875994, 5935875995}",{628708540}
628708540,"{5935875995, 5935875996, 5935875997, 5935875998, 5935875999}",{628708539}
882716513,"{8209155514, 8209155515}",set()
677217868,"{4430463622, 6340990662}",set()
780731160,"{1590381697, 1590381699, 1591082438, 1591082474, 1591082551, 8200873081, 8200873082}","{222417501, 692589687}"
884268459,"{285899258, 285899219, 7755275834, 7581514347}",{832191299}
837149881,"{1592986433, 1589504868, 286514086, 286514087, 286514089, 1592986414, 1589504753, 1592986355, 283922708}","{837149880, 26165244}"
837150471,"{5790968272, 283923485}",set()
851764812,"{330783444, 330783671}",{851764811}
882716471,"{8209155336, 8209155344}",set()
882716472,"{8209155337, 8209155345}",set()
882716473,"{8209155384, 8209155338, 8209155346}",set()
882716474,"{8209155347, 8209155339, 8209155383}",set()
882716478,"{8209155380, 8209155381, 8209155382, 8209155340}",set()
882716477,"{8209155377, 8209155378, 8209155379, 8209155341}",set()
882716475,"{8209155343, 8209155414, 8209155353, 8209155354, 8209155355, 8209155356, 8209155357, 8209155358}",set()
882716508,"{8209155492, 5251353293}",set()
882716507,"{8209155490, 8209155491}",set()
882716503,"{8209155480, 5251353305}",set()
882716502,"{5251353307, 8209155479}",set()
882716501,"{8209155474, 5251353311}",set()
882716496,"{5251353369, 8209155458}",set()
882716495,"{5251353317, 8209155455}",set()
882716494,"{5251353319, 5251353320, 5251353321, 5251353322, 5251353323}",set()
